Gel_A4	1.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_A4	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A4	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A4	4.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A4	5.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A4	6.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_A4	7.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A4	8.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]

Gel_A5	0.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_A5	1.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A5	2.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A5	3.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_A5	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A5	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A5	6.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_A5	7.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_A5	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_A6	0.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_A6	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A6	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A6	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A6	4.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A6	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A6	6.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A6	7.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_A6	8.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]

Gel_A7	0.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A7	2.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_A7	5.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	6.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	7.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_A7	8.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]

Gel_B1	0.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B1	1.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B1	2.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B1	3.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B1	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B1	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B1	6.jpg	[1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.]
Gel_B1	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B1	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_B2	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B2	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B2	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B2	3.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B2	4.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B2	5.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_B2	6.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B2	7.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B2	8.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]

Gel_B3	0.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B3	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B3	2.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B3	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B3	4.jpg	[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1.]
Gel_B3	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B3	6.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B3	7.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
Gel_B3	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_B4	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	1.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B4	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	6.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B4	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B4	8.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]

Gel_B5	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B5	1.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_B5	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B5	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B5	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B5	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_B5	6.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
Gel_B5	7.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_B5	8.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]

Gel_C1	0.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C1	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C1	2.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C1	3.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
Gel_C1	4.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
Gel_C1	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C1	6.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
Gel_C1	7.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_C1	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C2	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	6.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C2	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C3	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C3	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C3	2.jpg	[1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.]
Gel_C3	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C3	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C3	5.jpg	[1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1.]
Gel_C3	6.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_C3	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C3	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C4	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	2.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
Gel_C4	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C4	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	6.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C4	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C5	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C5	1.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
Gel_C5	3.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_C5	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C5	6.jpg	[1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0.]
Gel_C5	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C6	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C6	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C6	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C6	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C6	4.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C6	5.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
Gel_C6	6.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C6	7.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C6	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

Gel_C7	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	2.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	4.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
Gel_C7	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	6.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
Gel_C7	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C7	8.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]

Gel_C8	0.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
Gel_C8	1.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C8	2.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_C8	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C8	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C8	5.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C8	6.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_C8	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C8	8.jpg	[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.]

Gel_C9	0.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C9	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C9	3.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C9	4.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
Gel_C9	5.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C9	6.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_C9	7.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_C9	8.jpg	[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]

Gel_D1	0.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
Gel_D1	1.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_D1	2.jpg	[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
Gel_D1	3.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_D1	4.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_D1	5.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
Gel_D1	6.jpg	[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
Gel_D1	7.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Gel_D1	8.jpg	[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]

